Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,Year,Month,Day,Hour,Minute,Second
1755,126,53.0,420,47988.0,17.0,138181.0,1.0,1.0,54.0,38.0,54.0,54.0,54.0,0.0,38.0,38.0,38.0,0.0,665.7934158820677,14.473769910479731,138181.0,0.0,138181.0,138181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.236884955239867,7.236884955239867,38.0,54.0,48.66666666666666,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,54.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,4.0,10.0,4.0,11.0,18.0
1026,126,53.0,373,50505.0,17.0,79201.0,1.0,1.0,158.0,33.0,158.0,158.0,158.0,0.0,33.0,33.0,33.0,0.0,2411.5857123016126,25.25220641153521,79201.0,0.0,79201.0,79201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.626103205767604,12.626103205767604,33.0,158.0,116.33333333333334,72.16878364870321,5208.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.5,158.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,3.0,10.0,18.0,58.0,44.0
2374,126,53.0,456,40962.0,17.0,77037.0,2.0,0.0,72.0,0.0,44.0,28.0,36.0,11.31370849898476,0.0,0.0,0.0,0.0,934.6158339499202,25.96155094305334,77037.0,0.0,77037.0,77037.0,77037.0,77037.0,0.0,77037.0,77037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,25.96155094305334,0.0,28.0,44.0,33.333333333333336,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,4.0,10.0,0.0,54.0,11.0
14429,237,33683.0,1263,53.0,17.0,99725.0,1.0,1.0,65.0,161.0,65.0,65.0,65.0,0.0,161.0,161.0,161.0,0.0,2266.2321383805465,20.055151667084484,99725.0,0.0,99725.0,99725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.027575833542242,10.027575833542242,65.0,161.0,97.0,55.42562584220407,3072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,145.5,65.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,4.0,10.0,5.0,42.0,40.0
28302,328,60408.0,323,53.0,17.0,58049.0,1.0,1.0,57.0,105.0,57.0,57.0,57.0,0.0,105.0,105.0,105.0,0.0,2790.74574928078,34.45365122568864,58049.0,0.0,58049.0,58049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,17.22682561284432,17.22682561284432,57.0,105.0,73.0,27.712812921102035,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.5,57.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,4.0,10.0,2.0,19.0,7.0
7805,161,24108.0,867,32100.0,17.0,87973888.0,6.0,6.0,244.0,80.0,48.0,4.0,40.66666666666667,17.96292478040997,20.0,12.0,13.333333333333332,3.265986323710904,3.68291100195549,0.1364041111835366,7997626.181818181,16867463.15188029,43667107.0,0.0,87783949.0,17556789.8,22587515.588862263,43858014.0,1.0,87766755.0,17553351.0,22589773.265903823,43857046.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0682020555917683,0.0682020555917683,4.0,48.0,25.23076923076923,19.1405061155387,366.3589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.33333333333333,40.66666666666666,13.333333333333334,0.0,0.0,0.0,144.0,6.0,112.0,2.0,81.0,2.0,26.0,0.0,0.0,5.0,8.0,1828981.0,2316586.466970745,3467055.0,190907.0,42062993.5,2268559.067285774,43667107.0,40458880.0,5,2022.0,3.0,10.0,23.0,50.0,46.0
15804,261,41518.0,1165,443.0,6.0,91042366.0,4.0,2.0,66.0,62.0,33.0,0.0,16.5,19.05255888325765,31.0,31.0,31.0,0.0,1.4059388570811089,0.0659033839256769,18208473.2,40676306.31219524,90972459.0,4575.0,91042366.0,30347455.333333336,52509229.58147367,90979891.0,30945.0,90998829.0,90998829.0,0.0,90998829.0,90998829.0,1.0,0.0,0.0,0.0,128.0,64.0,0.0439355892837846,0.0219677946418923,0.0,33.0,23.0,15.737428845483835,247.66666666666663,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,26.83333333333333,16.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,2.0,62.0,1595.0,122.0,1.0,32.0,38962.0,0.0,38962.0,38962.0,90972459.0,0.0,90972459.0,90972459.0,5,2022.0,3.0,10.0,22.0,19.0,28.0
760,126,53.0,324,58699.0,17.0,22758.0,1.0,1.0,53.0,37.0,53.0,53.0,53.0,0.0,37.0,37.0,37.0,0.0,3954.6533087266016,87.88118463836892,22758.0,0.0,22758.0,22758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,43.94059231918446,43.94059231918446,37.0,53.0,47.66666666666666,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.5,53.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,3.0,10.0,19.0,18.0,51.0
20345,294,55228.0,176,443.0,6.0,267389.0,3.0,4.0,251.0,7.0,251.0,0.0,83.66666666666667,144.91491756659607,7.0,0.0,1.75,3.5000000000000004,964.8863640613488,26.17908739701334,44564.833333333336,66568.00719389657,141672.0,0.0,148830.0,74415.0,104265.72331308118,148142.0,688.0,125717.0,41905.66666666667,72227.96429592442,125307.0,0.0,0.0,0.0,0.0,0.0,104.0,136.0,11.219608884434288,14.959478512579052,0.0,251.0,32.25,88.42228225962052,7818.5,1.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,36.85714285714285,83.66666666666667,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,508.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,4.0,10.0,6.0,36.0,22.0
7581,161,23508.0,626,32100.0,17.0,54774.0,1.0,1.0,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,438.1640924526235,36.51367437105196,54774.0,0.0,54774.0,54774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,18.256837185525978,18.256837185525978,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2022.0,4.0,10.0,1.0,27.0,43.0
