Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,Year,Month,Day,Hour,Minute,Second
5217,149,34618.0,1262,53.0,17.0,68705.0,1.0,1.0,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,1164.398515391893,29.10996288479732,68705.0,0.0,68705.0,68705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.55498144239866,14.55498144239866,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023.0,12.0,1.0,14.0,8.0,20.0
16809,276,41816.0,1263,53.0,17.0,85678.0,1.0,1.0,37.0,77.0,37.0,37.0,37.0,0.0,77.0,77.0,77.0,0.0,1330.5632717850556,23.34321529447466,85678.0,0.0,85678.0,85678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,11.67160764723733,11.67160764723733,37.0,77.0,50.333333333333336,23.09401076758504,533.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.5,37.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023.0,12.0,1.0,14.0,4.0,21.0
5785,149,38878.0,1263,53.0,17.0,71568.0,1.0,1.0,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,1117.81801922647,27.945450480661744,71568.0,0.0,71568.0,71568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,13.972725240330872,13.972725240330872,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023.0,12.0,1.0,14.0,3.0,21.0
28814,341,61744.0,1054,8883.0,6.0,20561803.0,14.0,15.0,4273.0,5962.0,876.0,0.0,305.2142857142857,409.3725364828149,1460.0,0.0,397.4666666666666,593.5569375344189,497.76763253689376,1.4103821537440078,734350.1071428572,2015543.8616709467,9937186.0,1.0,20502885.0,1577145.0,2813821.711788939,9993551.0,5.0,20485299.0,1463235.6428571427,2822963.269456259,9993946.0,1.0,0.0,0.0,0.0,0.0,284.0,304.0,0.6808741431867623,0.7295080105572453,0.0,1460.0,341.16666666666663,501.4802284639245,251482.4195402299,2.0,2.0,0.0,13.0,28.0,0.0,0.0,0.0,1.0,352.9310344827586,305.2142857142857,397.4666666666666,0.0,0.0,0.0,3803.0,6.0,5007.0,3.0,1068.0,3.0,1490.0,2920.0,47304.0,6.0,20.0,8062898.0,0.0,8062898.0,8062898.0,9937186.0,0.0,9937186.0,9937186.0,4,2023.0,12.0,1.0,14.0,11.0,41.0
16341,270,26799.0,1068,8811.0,17.0,199423.0,2.0,1.0,314.0,177.0,157.0,157.0,157.0,0.0,177.0,177.0,177.0,0.0,2462.1031676386374,15.04340020960471,99711.5,128545.64885868366,190607.0,8816.0,199423.0,199423.0,0.0,199423.0,199423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,10.028933473069808,5.014466736534904,157.0,177.0,162.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,157.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023.0,12.0,1.0,14.0,2.0,16.0
13129,220,32879.0,546,123.0,17.0,88607.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1083.435845926394,22.571580123466543,88607.0,0.0,88607.0,88607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,11.285790061733271,11.285790061733271,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023.0,12.0,1.0,14.0,1.0,27.0
6101,149,54086.0,1263,53.0,17.0,70669.0,1.0,1.0,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,1132.0380930818324,28.30095232704581,70669.0,0.0,70669.0,70669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,14.150476163522905,14.150476163522905,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023.0,12.0,1.0,14.0,4.0,35.0
6732,156,52367.0,1223,443.0,6.0,26210420.0,4.0,8.0,517.0,1448.0,517.0,0.0,129.25,258.5,1448.0,0.0,181.0,511.9453095790604,74.97018361399779,0.457833182375559,2382765.4545454546,3056371.5601653983,8196040.0,1.0,26113886.0,8704628.666666668,9185821.98148616,18305887.0,1.0,26089262.0,3727037.4285714286,3188643.8022038387,8196040.0,542.0,0.0,0.0,0.0,0.0,152.0,304.0,0.152611060791853,0.305222121583706,0.0,1448.0,151.15384615384616,415.0276790275251,172247.97435897437,0.0,8.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,163.75,129.25,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,241.0,65535.0,110.0,1.0,32.0,5138636.0,3141453.397282538,7359979.0,2917293.0,7918306.5,392774.482425348,8196040.0,7640573.0,4,2023.0,12.0,1.0,13.0,46.0,32.0
5676,149,34328.0,1263,53.0,17.0,71733.0,1.0,1.0,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,1115.246818061422,27.88117045153556,71733.0,0.0,71733.0,71733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,13.940585225767776,13.940585225767776,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2023.0,12.0,1.0,14.0,3.0,33.0
29886,481,443.0,347,52533.0,6.0,15525259.0,1.0,1.0,0.0,517.0,0.0,0.0,0.0,0.0,517.0,517.0,517.0,0.0,33.300571668401794,0.1288223275373377,15525259.0,0.0,15525259.0,15525259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0644111637686688,0.0644111637686688,0.0,517.0,172.33333333333334,298.4900891710365,89096.33333333334,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,258.5,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,517.0,0.0,4096.0,0.0,20.0,0.0,0.0,0.0,0.0,15525259.0,0.0,15525259.0,15525259.0,4,2023.0,12.0,1.0,14.0,9.0,52.0
